,last_name,sentence,article_id,race
6622,evans,in 2015 revived police cadet program training initiative designed to get minorities into department but civic leaders say department still has lot work to to diversify squads that interact most with residents in some city’s most diverse neighborhoods,2017_96,white
6623,walsh,guess it’s just coincidence that his moral stand helped him avoid direct challenges on issues by who has been thorn in walsh’s side since mayor to top his own very four years ago,2017_774,white
6624,harrison,but was honest enough to tell cops “i,2017_196,white
6625,kelley,faced competition from corey south resident and cofounder privately backed 2024 olympics bid and village resident who worked for former mayor at benjamin polling station in village several voters interviewed by they were with,2017_1123,white
6626,wiley,mayor whose strongest competition comes from who lives in is also running against masshealth customer service representative who tried to challenge mayor in 2009 and ex police officer and teacher who has he’s unsuccessfully run for office time before later armed with posters stickers door hangers and buttons volunteers streamed out ready to knock on doors ”,2017_1514,white
6627,whitsons,is only system in that contracts with to provide meals raising questions about why company would take financial gamble on new facility before knowing if it had city’s next contract which has held two contracts with system over past years defended its record saying it always works on elevating quality and nutritional value its meals,2017_216,white
6628,billy,in august 1982 for first time walked into bank carrying gun,2017_236,white
6629,winthrop,lighthouse gets its name from ledge which is named after vice admiral winthrop’s fleet and early trader in colonial,2017_1103,white
6630,billy,recalled later “as soon as got to station they arrested me ”billy wasn’t too worried,2017_236,white
6631,stutman,“we were on ”a huge part school’s story were teachers who stuck around some since first opened and led work to turn around provision teachers contract that allowed for joint oversight and giving more voice to teachers dates to at least 1990s or late 1980s according to who recently retired as president teachers union along with former superintendent presented idea to mildred,2017_711,white
6632,alvarenga,heartbreaking ” elsie 42,2017_251,hispanic
6633,baker,while state officials worked with indycar officials during planning process let take lead and serve as public face nonetheless praised baker’s tack saying,2017_876,white
